date,time,timezone,version,title,description,change_type,lead,image_build_command,updated_deployment,pods_restarteddeployment_status,tested
2024-11-02,12:05:00,EST,1.0.0,Initial deployment of RSS,First deployment and building of image for RSS service,major,Kural,gcloud builds submit --tag us-east1-docker.pkg.dev/transac-ai/rss-repo/transac-ai-rss-gke:1.0.0 .,true,true,success,false
2024-11-02,13:21:00,EST,1.0.0,Updated NODE_ENV,Setting NODE_ENV=production in Dockerfile to disable API introspection on external IP,minor,Kural,gcloud builds submit --tag us-east1-docker.pkg.dev/transac-ai/rss-repo/transac-ai-rss-gke:1.0.1 .,true,true,success,false
